keyword,betweenness_co,betweenness_vote_count,betweenness_vote_average,betweenness_revenue
half-brother,0.2777777777777778,0.0,28.666666666666664,0.0
disgust,0.26785714285714285,1.714285714285714,33.00873015873016,0.5714285714285714
emotions,0.26785714285714285,1.714285714285714,69.00873015873016,0.5714285714285714
medical drama,0.25,0.0,13.0,0.0
asian origins,0.25,0.0,80.24166666666665,0.0
human subjugation,0.25,0.25,0.5,0.0
mistake,0.25,0.0,54.0,1.0
jock,0.25,0.5,4.083333333333333,0.25
screenlife,0.25,0.0,1.4999999999999998,0.0
time jump,0.25,2.0,9.0,0.0
mythical creature,0.25,0.0,3.5,0.0
martial arts tournament,0.25,2.0,20.0,1.0
pharaoh,0.25,0.75,1.5833333333333333,0.75
apparition,0.25,0.0,14.0,0.0
inanimate objects come to life,0.25,9.75,547.5833333333334,0.75
commune,0.25,1.0,52.0,1.0
planted evidence,0.25,0.0,0.5833333333333333,0.25
frozen lake,0.25,0.0,3.3333333333333335,0.3333333333333333
student soldier,0.25,0.0,0.0,0.0
high school romance,0.25,0.0,19.583333333333332,0.25
formula one (f1),0.25,1.0,67.66666666666667,0.0
ukraine,0.25,0.0,12.0,0.0
muay thai,0.25,0.0,0.3333333333333333,0.0
porn actress,0.25,0.0,2.4166666666666665,0.0
porn star,0.25,0.0,2.4166666666666665,0.0
artifact,0.25,0.0,8.0,0.0
family feud,0.25,0.0,2.0,0.0
physicist,0.25,3.0,60.0,0.0
woman between two men,0.25,2.5,262.0,0.0
wyoming,0.25,6.333333333333334,163.83333333333334,0.3333333333333333
megaslasher,0.2361111111111111,0.0,4.082142857142858,0.0
school friend,0.2,1.0727272727272728,431.5624098124099,0.0
samurai sword,0.2,0.0,377.33333333333326,0.0
nfl (national football league),0.2,0.0,0.3333333333333333,0.0
self-driving car,0.2,0.0,3.4166666666666665,0.0
iwo jima,0.2,0.0,1.1,0.2
road rage,0.2,0.0,1.5,0.0
unfaithful wife,0.2,1.5,66.0,0.5
normandy,0.2,0.0,65.33333333333334,0.0
female spy,0.2,0.4,60.20000000000001,0.2
healing power,0.2,0.0,0.0,0.0
sao paulo,0.2,0.0,36.5,0.0
god of thunder,0.2,0.6000000000000001,0.9333333333333333,0.2
train hijacking,0.2,0.0,4.0,1.0
in the closet,0.2,0.0,87.05000000000001,0.0
corrupt cop,0.2,0.0,67.85,0.2
hidden history,0.19999999999999998,0.4,3.4793040293040294,0.0
lincoln memorial,0.19999999999999998,0.4,3.4793040293040294,0.0
fictionalized history,0.19999999999999998,0.4,3.4793040293040294,0.0
decipher,0.19999999999999998,0.4,3.4793040293040294,0.0
historical artifacts,0.19999999999999998,0.4,24.145970695970696,0.0
elasticity,0.17424242424242425,0.18181818181818182,0.09090909090909091,0.18181818181818182
ancient warfare,0.17424242424242425,0.0,0.6704545454545455,0.18181818181818182
god king,0.17424242424242425,0.0,0.6704545454545455,0.18181818181818182
5th century bc,0.17424242424242425,0.0,0.6704545454545455,0.18181818181818182
accused of murder,0.16666666666666666,1.0,15.0,0.0
death of brother,0.16666666666666666,2.0,505.9333333333332,0.5
animatronic,0.16666666666666666,0.0,4.816666666666666,0.16666666666666666
figure skating,0.14285714285714285,0.0,1.0833333333333333,0.2
masked killer,0.14285714285714285,0.0,0.25,0.0
clique,0.125,8.0,5.800595238095237,0.125
math teacher,0.125,0.0,1.8005952380952381,0.125
manipulative friend,0.125,0.0,0.800595238095238,0.125
masked,0.1,0.0,1.0476190476190474,0.14285714285714285
war horse,0.09892473118279568,0.1,1.7332880253719372,0.1
murder by gunshot,0.09892473118279568,0.1,1.7332880253719372,0.1
medical research,0.09761904761904762,0.10526315789473684,12.247067423460614,0.10526315789473684
bukatsu,0.09090909090909091,0.0,2.8452380952380953,0.1
human vs alien,0.08333333333333333,0.0,3.2460317460317456,0.0
wraith,0.058823529411764705,0.0625,145.4712886843692,0.0625
hero's journey,0.058823529411764705,0.0625,926.5823997954809,0.0625
propaganda,0.0,0.0,5.0,0.0
piloted robot,0.0,0.0,0.0,0.0
british intelligence,0.0,0.0,2.5833333333333335,0.0
british prime minister,0.0,0.0,72.5,0.0
british pub,0.0,2.0,100.0,0.0
planet earth,0.0,0.0,166.0,0.0
psychotherapy,0.0,0.0,54.0,0.0
psychotronic,0.0,0.0,28.0,0.0
puberty,0.0,0.0,21.0,0.0
pure heart,0.0,0.0,0.0,0.0
psychic power,0.0,0.0,2.0,0.0
poker game,0.0,0.0,4.0,0.0
police chief,0.0,0.0,163.0,0.0
police officer killed,0.0,0.0,13.333333333333332,0.0
police procedural,0.0,0.0,33.5,0.0
bribery,0.0,0.5,34.5,0.0
pimp,0.0,0.0,68.5,0.0
pink film,0.0,0.0,2.0,0.0
piranha,0.0,0.0,0.0,0.0
pitbull,0.0,0.0,10.0,0.0
pursuit,0.0,0.0,30.0,0.0
qing dynasty,0.0,0.0,25.33333333333333,0.0
quadriplegic,0.0,0.0,2681.0,0.0
queen of england,0.0,0.0,4.0,0.0
psychosis,0.0,0.0,3.0,0.0
plastic surgeon,0.0,0.0,17.0,0.0
poacher,0.0,0.0,1.0,0.0
pocket monsters,0.0,0.0,0.6666666666666666,0.0
pier,0.0,0.0,92.0,0.0
broken heart,0.0,0.0,4.0,0.0
pentagon,0.0,0.0,0.9999999999999999,0.0
pentagram,0.0,3.0,4.0,0.0
blade,0.0,0.0,4.0,0.0
blended family,0.0,0.0,33.0,0.0
blind woman,0.0,0.0,2.0,0.0
blindfold,0.0,0.0,3.0,0.0
blood bath,0.0,0.0,13.0,0.0
raccoon,0.0,5557.000000000001,1150.0,0.0
purge,0.0,0.0,4.949999999999999,0.0
phone,0.0,0.0,12.0,0.0
photo,0.0,0.0,8.0,0.0
photo exhibition,0.0,0.0,0.0,0.0
physical disability,0.0,3.0,321.0,0.0
patriarchy,0.0,0.0,18.0,0.0
park,0.0,0.0,16.0,0.0
perfume,0.0,0.0,9.0,0.0
perseus,0.0,0.0,0.0,0.0
persia,0.0,0.0,120.0,0.0
personal assistant,0.0,0.0,13.0,0.0
perth,0.0,0.0,12.5,0.0
racial prejudice,0.0,0.0,67.0,0.0
racial slur,0.0,0.0,27.25,0.0
racial stereotype,0.0,0.0,0.0,0.0
radiation,0.0,0.0,20.5,0.0
raf,0.0,0.0,33.0,0.0
quirky comedy,0.0,6.166666666666667,276.63888888888897,0.0
rabbi,0.0,0.0,1.0,0.0
british royal family,0.0,0.0,8.546978021978022,0.0
british spy,0.0,0.6666666666666666,3.166666666666666,0.0
parasite,0.0,0.0,12.0,0.0
pagan,0.0,0.0,5.0,0.0
rampage,0.0,0.0,9.383333333333333,0.0
rating,0.0,0.0,18.0,0.0
reading,0.0,0.0,2.0,0.0
real estate,0.0,0.0,14.0,0.0
real estate agent,0.0,0.0,5.0,0.0
real robot,0.0,0.0,0.0,0.0
racial issues,0.0,0.0,32.0,0.0
part animation,0.0,0.0,20.0,0.0
part live action,0.0,0.0,0.0,0.0
party,0.0,0.0,132.0,0.0
past and present,0.0,0.0,6.0,0.0
paranormal activity,0.0,0.0,8.666666666666668,0.0
patriarch,0.0,0.0,3.0,0.0
paparazzi,0.0,0.0,39.33333333333333,0.0
paradise,0.0,0.0,0.0,0.0
parallel universe,0.0,7.0,203.0,0.0
paramedic,0.0,0.0,13.0,0.0
pacific,0.0,0.0,6.0,0.0
pacific theater,0.0,0.0,3.5,0.0
black activist,0.0,0.0,14.0,0.0
black panther party,0.0,0.0,900.0,0.0
rebellious youth,0.0,0.0,9.0,0.0
parapsychology,0.0,0.0,0.0,0.0
brother-in-law,0.0,0.0,1.5,0.0
brothers-in-arms relationship,0.0,0.0,4.0,0.0
buddhism,0.0,0.0,17.0,0.0
outsider,0.0,0.0,15.0,0.0
overcoming fears,0.0,0.0,34.0,0.0
overpopulation,0.0,0.0,124.3,0.0
owl,0.0,0.0,3.0,0.0
oxford university,0.0,0.0,45.0,0.0
record player,0.0,0.0,56.5,0.0
recreational vehicle,0.0,0.0,0.0,0.0
realtor,0.0,0.0,1365.0,0.0
bulldog,0.0,0.0,3.0,0.0
bullied,0.0,0.0,51.0,0.0
burglary,0.0,4.0,77.0,0.0
buried treasure,0.0,0.0,2.0,0.0
burn injury,0.0,5.0,64.0,0.0
pack,0.0,0.0,0.0,0.0
outback,0.0,0.0,0.6666666666666666,0.0
butler,0.0,1.5,125.0,0.0
button,0.0,0.0,13.0,0.0
older brother younger sister,0.0,0.0,6.0,0.0
olympic games,0.0,0.0,22.5,0.0
biology,0.0,0.0,1.0,0.0
bipolar disorder,0.0,0.0,7.0,0.0
record company,0.0,0.0,11.0,0.0
orchestra,0.0,0.0,0.5,0.0
organ transplant,0.0,0.0,4.0,0.0
origin of hero,0.0,0.0,0.0,0.0
orlando florida,0.0,0.0,0.0,0.0
osamu tezuka,0.0,0.0,0.0,0.0
other dimension,0.0,0.0,23.0,0.0
ouija board,0.0,0.0,0.0,0.0
operation,0.0,0.0,252.83333333333331,0.0
outnumbered,0.0,0.0,3.0,0.0
old car,0.0,0.0,37.0,0.0
old photograph,0.0,0.0,40.0,0.0
old testament,0.0,0.0,0.6666666666666666,0.0
oakland,0.0,0.0,1.0,0.0
religious horror,0.0,0.0,0.0,0.0
religious propaganda,0.0,0.0,1.0,0.0
religious satire,0.0,0.0,0.0,0.0
rescue from drowning,0.0,0.0,8.0,0.0
omen,0.0,0.0,0.8666666666666667,0.0
one last job,0.0,0.0,0.0,0.0
one take,0.0,0.0,79.0,0.0
bus ride,0.0,0.0,39.5,0.0
busan,0.0,0.0,236.5,0.0
business start-up,0.0,0.0,28.0,0.0
no dialogue,0.0,0.0,168.0,0.0
cafe,0.0,0.0,67.0,0.0
cage,0.0,0.0,0.0,0.0
cairo,0.0,0.0,35.0,0.0
cake,0.0,0.0,3.0,0.0
cambodia,0.0,0.0,3.0,0.0
camcorder,0.0,0.0,39.0,0.0
camelot,0.0,0.0,0.5,0.0
rest stop,0.0,0.0,5.0,0.0
religious film,0.0,0.0,7.366666666666668,0.0
obedience,0.0,0.0,11.0,0.0
observational documentary,0.0,0.0,0.0,0.0
obsessive compulsive disorder (ocd),0.0,0.0,8.0,0.0
occupied france (1940-44),0.0,0.0,1.0,0.0
octopus,0.0,0.0,12.0,0.0
norse god,0.0,0.0,0.8333333333333333,0.0
north atlantic,0.0,0.0,0.0,0.0
night life,0.0,0.0,14.0,0.0
revelation,0.0,0.75,15.083333333333332,0.0
reverse chronology,0.0,1.5,12.5,0.0
rice,0.0,0.0,226.00000000000003,0.0
north sea,0.0,0.0,5.0,0.0
norwegian folklore,0.0,0.0,2.0,0.0
nosferatu,0.0,0.0,17.333333333333332,0.0
notre dame cathedral,0.0,0.0,20.0,0.0
nuclear bomb,0.0,0.0,3.0,0.0
nuclear holocaust,0.0,0.0,0.0,0.0
nuclear radiation,0.0,0.0,19.0,0.0
nile,0.0,0.3333333333333333,3.5,0.0
ninja fighter,0.0,0.0,3.0,0.0
cape town,0.0,0.0,4.0,0.0
caper,0.0,0.5,10.083333333333332,0.0
caper comedy,0.0,0.0,8.0,0.0
career woman,0.0,0.0,0.0,0.0
bhutan,0.0,0.0,1.0,0.0
biblical,0.0,0.0,2338.2999999999993,0.0
biblical epic,0.0,0.0,0.6666666666666666,0.0
big city,0.0,0.0,3.5,0.0
big dreams,0.0,0.0,26.0,0.0
return,0.0,0.0,9.0,0.0
no man's land,0.0,1.0,335.0,0.0
noah's ark,0.0,0.0,0.5,0.0
nobel peace prize,0.0,0.0,1.0,0.0
noise,0.0,0.0,0.0,0.0
nordic mythology,0.0,0.0,8.0,0.0
nordic noir,0.0,0.0,0.0,0.0
near-death experience,0.0,0.0,164.7,0.0
necronomicon,0.0,0.0,0.0,0.0
newborn baby,0.0,0.0,40.0,0.0
newlywed,0.0,0.0,1.0,0.0
newspaper office,0.0,0.0,0.0,0.0
nezha,0.0,0.0,126.33333333333334,0.0
niagara falls,0.0,0.0,3.0,0.0
rise to power,0.0,0.0,12.0,0.0
ritual murder,0.0,0.0,1.75,0.0
riverboat,0.0,0.0,32.0,0.0
robbery gang,0.0,3.0,29.0,0.0
night watchman,0.0,0.0,35.0,0.0
candy,0.0,0.0,4.0,0.0
nazism,0.0,0.9999999999999999,361.46666666666636,0.0
napoleonic wars,0.0,0.0,0.0,0.0
negative,0.0,0.0,157.5,0.0
neighborhood,0.0,0.0,0.0,0.0
neurosurgeon,0.0,10.0,46.0,0.0
cartoon elephant,0.0,0.0,13.0,0.0
national news,0.0,4.0,16.0,0.0
being human,0.0,0.0,0.0,0.0
belgian,0.0,0.0,17.0,0.0
berlin wall,0.0,0.0,210.33333333333331,0.0
rock musical,0.0,0.0,1.5,0.0
bilingual,0.0,0.0,144.0,0.0
car fire,0.0,0.0,101.0,0.0
car mechanic,0.0,1.0,188.0,0.0
cardiologist,0.0,0.0,12.0,0.0
national lampoon's,0.0,0.0,1.5,0.0
carnage,0.0,0.0,0.0,0.0
cartel,0.0,0.0,13.0,0.0
cartographer,0.0,0.0,33.0,0.0
cartoon cat,0.0,0.0,0.0,0.0
cartoon dog,0.0,0.0,0.0,0.0
mysterious force,0.0,0.0,3.0,0.0
mysterious killer,0.0,0.0,2.0,0.0
roller coaster / rollercoaster,0.0,0.0,16.0,0.0
romantic dramedy,0.0,0.0,10.0,0.0
robot cop,0.0,0.0,0.0,0.0
nationalism,0.0,0.0,87.0,0.0
nazi germany,0.0,0.0,292.16666666666663,0.0
nazi occupation,0.0,0.0,0.0,0.0
nazi officer,0.0,0.0,292.0,0.0
murder suspect,0.0,0.0,38.0,0.0
mystery killer,0.0,1.0,12.0,0.0
mystic,0.0,0.0,1.0,0.0
mystical quest,0.0,0.0,0.0,0.0
nanking massacre china 1937,0.0,0.0,4.5,0.0
naples,0.0,0.0,0.0,0.0
napoleon bonaparte,0.0,0.0,0.0,0.0
mutants,0.0,0.0,8.0,0.0
rookie cop,0.0,0.0,123.25,0.0
route 66,0.0,0.0,10.0,0.0
beauty of life,0.0,0.0,0.0,0.0
beggar,0.0,0.0,52.5,0.0
rocky mountains,0.0,0.0,0.0,0.0
rodan,0.0,0.0,0.5,0.0
music tour,0.0,0.0,823.4619047619046,0.0
mustang,0.0,0.0,1.1666666666666665,0.0
mumblecore,0.0,0.0,3.0,0.0
rumor,0.0,0.0,9.0,0.0
runaway,0.0,0.0,3.0,0.0
runner,0.0,0.0,2.335714285714286,0.0
russian president,0.0,0.0,13.0,0.0
roof,0.0,0.0,0.0,0.0
cartoonist,0.0,0.0,0.0,0.0
caste system,0.0,0.0,10.0,0.0
casting,0.0,2.600000000000001,136.31666666666666,0.0
castration,0.0,0.0,42.0,0.0
casualty of war,0.0,0.0,20.0,0.0
catalonia,0.0,0.0,0.0,0.0
cavalry,0.0,0.0,15.0,0.0
caveman,0.0,0.0,0.0,0.0
murder of a police officer,0.0,0.0,26.0,0.0
mountaineer,0.0,0.0,0.0,0.0
mountains,0.0,0.0,8.0,0.0
battle for power,0.0,0.0,3.0,0.0
battle of wits,0.0,0.0,20.0,0.0
bayou,0.0,0.0,11.0,0.0
royal air force,0.0,0.0,33.0,0.0
royal court,0.0,0.0,0.0,0.0
music business,0.0,0.0,4.0,0.0
music festival,0.0,0.0,83.0,0.0
music history,0.0,0.0,151.0,0.0
music record,0.0,0.0,4.0,0.0
chained,0.0,3.0,61.0,0.0
mosasaurus,0.0,0.0,18.5,0.0
sand dune,0.0,0.3333333333333333,70.56146908646906,0.0
santa barbara,0.0,0.0,10.166666666666668,0.0
santa hat,0.0,0.0,94.0,0.0
sabotage,0.0,0.0,8.0,0.0
sadistic psychopath,0.0,0.0,18.0,0.0
moving out,0.0,0.0,0.0,0.0
moving to a city,0.0,6.0,53.0,0.0
mugging,0.0,0.0,61.0,0.0
multiple stabbings,0.0,0.0,7.0,0.0
celibacy,0.0,0.0,30.0,0.0
cell,0.0,0.0,22.0,0.0
scavenger hunt,0.0,0.0,0.0,0.0
moses,0.0,7.0,25.0,0.0
mother and daughter,0.0,0.0,2.0,0.0
based on visual novel,0.0,0.0,0.0,0.0
based on web novel,0.0,0.0,5.0,0.0
basque country,0.0,0.0,2.0,0.0
bathroom,0.0,0.0,50.0,0.0
bathroom humor,0.0,2.0,2.5,0.0
safe house,0.0,1.3333333333333333,2.333333333333333,0.0
sahara desert,0.0,0.0,13.466666666666665,0.0
sailboat,0.0,0.0,5.0,0.0
cellar,0.0,0.0,65.0,0.0
center of the earth,0.0,0.0,6.0,0.0
central and south america,0.0,3.0,61.0,0.0
chaebol,0.0,0.0,0.0,0.0
mmorpg,0.0,0.0,42.749999999999936,0.0
montenegro,0.0,0.0,1.0,0.0
montreal,0.0,0.5,19.5,0.0
moonshine,0.0,1.0,4.0,0.0
mormon,0.0,0.0,5.0,0.0
mortality,0.0,0.0,0.0,0.0
charles manson,0.0,0.0,0.0,0.0
saving christmas,0.0,0.0,0.0,0.0
scalping,0.0,0.4,11.966666666666667,0.0
scam artist,0.0,0.0,8.0,0.0
scam call center,0.0,0.0,11.0,0.0
scandal,0.0,0.0,8.0,0.0
scandinavia,0.0,0.0,13.166666666666666,0.0
scar,0.0,0.0,18.0,0.0
scarecrow,0.0,16.0,1551.0,0.0
change the past,0.0,0.0,0.5,0.0
changing the past or future,0.0,1.0,46.5,0.0
chaotic,0.0,0.0,25.0,0.0
charity,0.0,0.0,0.0,0.0
missing girl,0.0,0.0,7.0,0.0
school class,0.0,0.0,78.0,0.0
schoolmates,0.0,0.0,0.0,0.0
sci-fi horror,0.0,0.0,25.666666666666668,0.0
monitor,0.0,0.0,0.0,0.0
monkey king,0.0,0.0,0.0,0.0
monster island,0.0,0.0,3.0,0.0
mixed martial arts (mma),0.0,0.0,536.9166666666666,0.0
missionary,0.0,0.0,51.0,0.0
mist,0.0,4.0,80.0,0.0
mistrust,0.0,0.0,0.0,0.0
minister,0.0,0.0,8.0,0.0
screaming,0.0,0.0,2.0,0.0
screenplay,0.0,0.0,5.0,0.0
screenwriter,0.0,0.0,23.083333333333332,0.0
scuba,0.0,0.0,0.8333333333333333,0.0
seal (animal),0.0,0.0,0.0,0.0
scholar,0.0,5.0,274.0,0.0
school bullying,0.0,0.0,4.0,0.0
mob boss,0.0,0.0,0.0,0.0
mobile home,0.0,0.0,19.0,0.0
searching for love,0.0,0.0,1.0,0.0
military tribunal,0.0,0.0,0.0,0.0
military veteran,0.0,0.0,0.0,0.0
mind reading,0.0,0.0,10.5,0.0
mind transfer,0.0,0.0,14.0,0.0
microchip,0.0,0.0,9.0,1.0
second part,0.0,0.0,0.0,0.0
secrecy,0.0,0.0,13.5,0.0
science fiction,0.0,0.0,213.0,0.0
mirror,0.0,0.0,0.0,0.0
miscarriage,0.0,0.0,99.83333333333334,0.0
misinformation,0.0,0.0,31.0,0.0
missed opportunity,0.0,0.0,2.333333333333333,0.0
military base,0.0,0.0,10.0,0.0
missing parent,0.0,0.0,1.0,0.0
missing wife,0.0,0.0,28.0,0.0
child as an adult,0.0,0.0,22.0,0.0
midnight sun,0.0,0.0,33.0,0.0
cheat on husband,0.0,0.0,0.0,0.0
cheerleading,0.0,0.0,4.083333333333333,0.0
cheese,0.0,0.0,3.0,0.0
bar fight,0.0,0.0,11.0,0.0
bar mitzvah,0.0,0.0,1.0,0.0
barbarian,0.0,0.0,2.0,0.0
bare knuckle boxing,0.0,0.0,18.5,0.0
barrier ice,0.0,1.0,5.583333333333334,0.0
baseball player,0.0,0.0,19.0,0.0
based on anime,0.0,0.0,39.0,0.0
secret room,0.0,8.0,28.0,0.0
sect,0.0,0.0,1.0,0.0
child molestation,0.0,0.0,82.0,0.0
child protagonist,0.0,1.0,44.0,0.0
mercilessness,0.0,0.0,673.0,0.0
medieval times,0.0,0.0,66.5,0.0
segregation,0.0,0.0,95.0,0.0
self image,0.0,0.0,14.0,0.0
self reflection,0.0,0.0,90.0,0.0
self-referential,0.0,0.0,5.949999999999999,0.0
selfishness,0.0,0.0,146.0,0.0
semi-biographical,0.0,0.0,148.0,0.0
secret passage,0.0,0.0,8.0,0.0
metaphor,0.0,0.0,0.0,0.0
metro,0.0,0.0,1.0,0.0
metropolis,0.0,0.0,4.5,0.0
mentally challenged,0.0,0.0,0.0,0.0
menage a trois,0.0,0.0,0.0,0.0
menstruation,0.0,0.0,11.0,0.0
mental,0.0,0.0,1.0,0.0
maximum security prison,0.0,0.0,0.0,0.0
may 68,0.0,0.0,23.0,0.0
sensei,0.0,0.0,3.0,0.0
sensuality,0.0,0.0,174.5,0.0
seppuku,0.0,0.0,5.75,0.0
series finale,0.0,0.0,20.66666666666666,0.0
severed head,0.0,0.0,3.5,0.0
seville,0.0,0.0,13.999999999999998,0.0
sewer,0.0,11.0,332.6,0.0
bamboo,0.0,0.0,21.0,0.0
security,0.0,0.0,3.5,0.0
security system,0.0,0.3333333333333333,0.8611111111111112,0.0
child labour,0.0,0.0,125.0,0.0
medallion,0.0,5.0,58.5,0.0
meddling parents,0.0,0.0,36.0,0.0
media,0.0,0.0,81.0,0.0
matter of life and death,0.0,0.0,11.5,0.0
mature,0.0,0.0,43.0,0.0
bangkok,0.0,0.0,0.5,0.0
banishment,0.0,0.0,7.0,0.0
bank teller,0.0,0.0,17.0,0.0
bankrupt,0.0,0.0,27.0,0.0
sengoku period,0.0,0.0,0.0,0.0
megalodon,0.0,0.0,0.0,0.0
meiji period,0.0,0.0,41.300000000000004,0.0
melbourne,0.0,0.0,2.5,0.0
mathematician,0.0,0.0,43.16666666666667,0.0
matriarch,0.0,6.0,64.0,0.0
sexless marriage,0.0,0.0,0.3333333333333333,0.0
sexual frustration,0.0,0.0,4.0,0.0
child's point of view,0.0,0.0,293.0,0.0
childhood memory,0.0,0.0,215.0,0.0
childhood sexual abuse,0.0,0.0,3.333333333333333,0.0
childhood sweetheart,0.0,0.0,13.0,0.0
childhood sweethearts,0.0,0.0,161.0,0.0
mass destruction,0.0,0.0,19.0,0.0
mayoral campaign,0.0,0.0,2.5,0.0
mccarthyism,0.0,0.0,1163.5,0.0
mechanic,0.0,0.0,0.0,0.0
martha's vineyard,0.0,0.0,2.0,0.0
martial artist,0.0,0.0,11.5,0.0
martyr,0.0,0.0,106.0,0.0
masked man,0.0,0.0,6.0,0.0
masked vigilante,0.0,4.7333333333333325,354.30000000000007,0.0
shaman,0.0,0.0,83.51904761904761,0.0
shamanism,0.0,0.0,51.51904761904762,0.0
bad trip,0.0,0.0,0.6666666666666666,0.0
sex toy,0.0,0.0,31.0,0.0
masseuse,0.0,0.0,359.6666666666667,0.0
master plan,0.0,0.3333333333333333,0.8611111111111112,0.0
mastiff,0.0,0.0,0.0,0.0
chinese mythology,0.0,0.0,205.0,0.0
chinese painting,0.0,0.0,43.0,0.0
shaolin monk,0.0,0.0,28.0,0.0
shape shifter,0.0,0.0,0.0,0.0
shelter,0.0,0.0,1.0,0.0
sherlock holmes,0.0,0.0,0.0,0.0
sherwood forest,0.0,0.0,0.0,0.0
shield,0.0,0.0,6.5,0.0
shinkansen,0.0,0.0,0.0,0.0
shinsengumi,0.0,0.0,11.149999999999999,0.0
ships,0.0,0.0,11.0,0.0
shipyard,0.0,0.0,0.0,0.0
shadow,0.0,0.0,0.0,0.0
shaggy dog story,0.0,20.0,21.0,0.0
manila philippines,0.0,0.0,0.0,0.0
manipulative man,0.0,0.0,0.0,0.0
mannequin,0.0,0.0,1.0,0.0
manson family murders,0.0,0.0,0.0,0.0
maori,0.0,0.0,0.0,0.0
mariana trench,0.0,0.0,0.0,0.0
marie antoinette,0.0,0.0,0.0,0.0
short compilation,0.0,0.0,0.0,0.0
short-term memory loss,0.0,5.0,65.0,0.0
shrine,0.0,0.0,346.16666666666663,0.0
siberia,0.0,0.0,10.0,0.0
balloon,0.0,5.5,169.0,0.0
children's story,0.0,0.25,4.583333333333333,0.0
chile,0.0,0.0,5.0,0.0
chimp,0.0,0.0,7.0,0.0
major league baseball (mlb),0.0,0.0,9.5,0.0
male stripper,0.0,0.0,0.0,0.0
mall,0.0,0.0,14.0,0.0
mall santa,0.0,0.0,3.1666666666666665,0.0
machine,0.0,0.0,2.0,0.0
baby-snatching,0.0,0.0,2.0,0.0
babysitter,0.0,0.0,38.5,0.0
bachelorette party,0.0,0.0,5.499999999999999,0.0
back to life,0.0,0.0,47.0,0.0
bad boss,0.0,42.0,125.0,0.0
bad boy,0.0,0.0,0.0,0.0
bad dream,0.0,0.0,1.0,0.0
shogun,0.0,0.0,0.0,0.0
shop,0.0,0.0,20.0,0.0
lover,0.0,0.0,10.166666666666664,0.0
christmas music,0.0,0.0,3.5,0.0
silencer,0.0,0.0,12.0,0.0
silent film,0.0,0.0,127.0,0.0
singapore,0.0,0.0,556.0,0.0
singer-songwriter,0.0,0.0,79.5,0.0
singing lessons,0.0,0.0,0.3333333333333333,0.0
sisterhood,0.0,0.0,9.0,0.0
sisters,0.0,5.0,1287.3999999999999,0.0
ski resort,0.0,0.0,10.0,0.0
skilled fighter,0.0,0.0,6.0,0.0
sicily,0.0,0.0,438.5,0.0
madagascar,0.0,0.0,0.07142857142857142,0.0
magic spell,0.0,12.0,536.0,0.0
magic trick,0.0,0.0,0.0,0.0
cinderella story,0.0,0.0,126.0,0.0
low budget,0.0,0.0,0.0,0.0
axe,0.0,0.0,12.0,0.0
b movie,0.0,0.0,0.0,0.0
baba yaga,0.0,0.0,18.0,0.0
bad power,0.0,0.0,0.0,0.0
sidekick,0.0,0.0,8.0,0.0
lycanthrope,0.0,0.0,10.666666666666668,0.0
macau,0.0,0.0,10.0,0.0
chivalry,0.0,0.0,0.0,0.0
cholo,0.0,0.0,2.3000000000000003,0.0
choreographer,0.0,0.0,19.0,0.0
choreography,0.0,0.0,12.0,0.0
christian propaganda,0.0,0.0,2.8333333333333335,0.0
lost child,0.0,0.0,28.0,0.0
lost in the desert,0.0,0.0,2.0,0.0
lost treasure,0.0,0.0,8.0,1.0
lottery,0.0,0.0,0.0,0.0
love interest,0.0,0.0,481.0,0.0
love story,0.0,0.0,0.0,0.0
london underground,0.0,0.0,5.0,0.0
sleep,0.0,0.0,10.0,0.0
sleeper agent,0.0,0.0,3.0,0.0
sleeplessness,0.0,0.5714285714285713,0.0,0.0
sleigh,0.0,0.0,0.0,0.0
slow cinema,0.0,0.0,19.0,0.0
slow motion,0.0,0.0,9.0,0.0
skinny dipping,0.0,0.0,0.0,0.0
christmas tree,0.0,0.0,5.0,0.0
civil war veteran,0.0,0.0,30.0,0.0
classmates,0.0,0.0,0.0,0.0
life-saver,0.0,0.0,6.0,0.0
lifeguard,0.0,0.0,3.0,0.0
smile,0.0,0.0,0.7285714285714285,0.0
aunt nephew relationship,0.0,0.0,26.0,0.0
australian aboriginal,0.0,0.0,2.0,0.0
australian bush,0.0,0.0,0.0,0.0
australian western,0.0,0.0,0.25,0.0
authoritarian education,0.0,0.0,221.0,0.0
long lost love,0.0,0.0,0.0,0.0
look-alike,0.0,15.0,12.0,0.0
looking for  birth parents,0.0,0.0,13.0,0.0
little red riding hood,0.0,0.0,0.0,0.0
liverpool,0.0,0.0,1.5,0.0
loss of wife,0.0,0.0,159.33333333333331,0.0
lightning,0.0,0.0,9.0,0.0
lisbon,0.0,0.0,54.13333333333333,0.0
little girl,0.0,0.0,11.0,0.0
little people,0.0,0.0,6.0,0.0
snail,0.0,0.0,12.0,0.0
snake bite,0.0,0.0,6.5,0.0
